12,12,8,7,7,4,7,4,0,0,0,0,0
12,12,8,7,7,4,7,4,0,0,0,0,0
8,8,24,23,18,3,5,3,0,0,0,0,0
7,7,23,26,19,2,4,2,0,0,0,0,0
7,7,18,19,20,3,5,3,0,0,0,0,0
4,4,3,2,3,21,20,21,0,0,0,0,0
7,7,5,4,5,20,23,20,0,0,0,0,0
4,4,3,2,3,21,20,21,0,0,0,0,0
0,0,0,0,0,0,0,0,31,26,0,0,0
0,0,0,0,0,0,0,0,26,28,0,0,0
0,0,0,0,0,0,0,0,0,0,35,31,24
0,0,0,0,0,0,0,0,0,0,31,31,22
0,0,0,0,0,0,0,0,0,0,24,22,25
